nome;telefone;email;empresa;cidade;estado;id_externo
Barbearia Central;(19) 91003-3291;lead-243@exemplo.com.br;Barbearia Central;Campinas;SP;EXT-243
Cabelo & Arte;(41) 91003-3428;lead-244@exemplo.com.br;Cabelo & Arte;Curitiba;PR;EXT-244
Salão Estilo;(51) 91003-3565;lead-245@exemplo.com.br;Salão Estilo;Porto Alegre;RS;EXT-245
Barbearia Urbana;(71) 91003-3702;lead-246@exemplo.com.br;Barbearia Urbana;Salvador;BA;EXT-246
Studio Beleza Real;(81) 91003-3839;lead-247@exemplo.com.br;Studio Beleza Real;Recife;PE;EXT-247
Barbearia Nobre;(85) 91003-3976;lead-248@exemplo.com.br;Barbearia Nobre;Fortaleza;CE;EXT-248
Salão da Praça;(62) 91003-4113;lead-249@exemplo.com.br;Salão da Praça;Goiânia;GO;EXT-249
Barbearia do João;(11) 91003-4250;lead-250@exemplo.com.br;Barbearia do João;São Paulo;SP;EXT-250
Salão da Maria;(21) 91003-4387;lead-251@exemplo.com.br;Salão da Maria;Rio de Janeiro;RJ;EXT-251
Studio Corte Fix;(31) 91003-4524;lead-252@exemplo.com.br;Studio Corte Fix;Belo Horizonte;MG;EXT-252
Barbearia Central;(19) 91003-4661;lead-253@exemplo.com.br;Barbearia Central;Campinas;SP;EXT-253
Cabelo & Arte;(41) 91003-4798;lead-254@exemplo.com.br;Cabelo & Arte;Curitiba;PR;EXT-254
Salão Estilo;(51) 91003-4935;lead-255@exemplo.com.br;Salão Estilo;Porto Alegre;RS;EXT-255
Barbearia Urbana;(71) 91003-5072;lead-256@exemplo.com.br;Barbearia Urbana;Salvador;BA;EXT-256
Studio Beleza Real;(81) 91003-5209;lead-257@exemplo.com.br;Studio Beleza Real;Recife;PE;EXT-257
Barbearia Nobre;(85) 91003-5346;lead-258@exemplo.com.br;Barbearia Nobre;Fortaleza;CE;EXT-258
Salão da Praça;(62) 91003-5483;lead-259@exemplo.com.br;Salão da Praça;Goiânia;GO;EXT-259
Barbearia do João;(11) 91003-5620;lead-260@exemplo.com.br;Barbearia do João;São Paulo;SP;EXT-260
Salão da Maria;(21) 91003-5757;lead-261@exemplo.com.br;Salão da Maria;Rio de Janeiro;RJ;EXT-261
Studio Corte Fix;(31) 91003-5894;lead-262@exemplo.com.br;Studio Corte Fix;Belo Horizonte;MG;EXT-262
Barbearia Central;(19) 91003-6031;lead-263@exemplo.com.br;Barbearia Central;Campinas;SP;EXT-263
Cabelo & Arte;(41) 91003-6168;lead-264@exemplo.com.br;Cabelo & Arte;Curitiba;PR;EXT-264
Salão Estilo;(51) 91003-6305;lead-265@exemplo.com.br;Salão Estilo;Porto Alegre;RS;EXT-265
Barbearia Urbana;(71) 91003-6442;lead-266@exemplo.com.br;Barbearia Urbana;Salvador;BA;EXT-266
Studio Beleza Real;(81) 91003-6579;lead-267@exemplo.com.br;Studio Beleza Real;Recife;PE;EXT-267
Barbearia Nobre;(85) 91003-6716;;Barbearia Nobre;Fortaleza;CE;EXT-268
Salão da Praça;(62) 91003-6853;lead-269@exemplo.com.br;Salão da Praça;Goiânia;GO;EXT-269
Barbearia do João;(11) 91003-6990;lead-270@exemplo.com.br;Barbearia do João;São Paulo;SP;EXT-270
Salão da Maria;(21) 91003-7127;lead-271@exemplo.com.br;Salão da Maria;Rio de Janeiro;RJ;EXT-271
Studio Corte Fix;(31) 91003-7264;lead-272@exemplo.com.br;Studio Corte Fix;Belo Horizonte;MG;EXT-272
Barbearia Central;(19) 91003-7401;lead-273@exemplo.com.br;Barbearia Central;Campinas;SP;EXT-273
Cabelo & Arte;(41) 91003-7538;lead-274@exemplo.com.br;Cabelo & Arte;Curitiba;PR;EXT-274
Salão Estilo;(51) 91003-7675;lead-275@exemplo.com.br;Salão Estilo;Porto Alegre;RS;EXT-275
Barbearia Urbana;(71) 91003-7812;lead-276@exemplo.com.br;Barbearia Urbana;Salvador;BA;EXT-276
Studio Beleza Real;(81) 91003-7949;lead-277@exemplo.com.br;Studio Beleza Real;Recife;PE;EXT-277
Barbearia Nobre;(85) 91003-8086;lead-278@exemplo.com.br;Barbearia Nobre;Fortaleza;CE;EXT-278
Salão da Praça;(62) 91003-8223;lead-279@exemplo.com.br;Salão da Praça;Goiânia;GO;EXT-279
Barbearia do João;(11) 91003-8360;lead-280@exemplo.com.br;Barbearia do João;São Paulo;SP;EXT-280
Salão da Maria;(21) 91003-8497;lead-281@exemplo.com.br;Salão da Maria;Rio de Janeiro;RJ;EXT-281
Studio Corte Fix;SEM_TELEFONE_VALIDO;;Studio Corte Fix;Belo Horizonte;MG;EXT-282
Barbearia Central;(19) 91003-8771;lead-283@exemplo.com.br;Barbearia Central;Campinas;SP;EXT-283
Cabelo & Arte;(19) 91003-8771;lead-284@exemplo.com.br;Cabelo & Arte;Curitiba;PR;EXT-284
Salão Estilo;(51) 91003-9045;lead-285@exemplo.com.br;Salão Estilo;Porto Alegre;RS;EXT-285
Barbearia Urbana;(71) 91003-9182;lead-286@exemplo.com.br;Barbearia Urbana;Salvador;BA;EXT-286
Studio Beleza Real;(81) 91003-9319;lead-287@exemplo.com.br;Studio Beleza Real;Recife;PE;EXT-287
Barbearia Nobre;(85) 91003-9456;lead-288@exemplo.com.br;Barbearia Nobre;Fortaleza;CE;EXT-288
Salão da Praça;(62) 91003-9593;lead-289@exemplo.com.br;Salão da Praça;Goiânia;GO;EXT-289
Barbearia do João;(11) 91003-9730;lead-290@exemplo.com.br;Barbearia do João;São Paulo;SP;EXT-290
Salão da Maria;(21) 91003-9867;lead-291@exemplo.com.br;Salão da Maria;Rio de Janeiro;RJ;EXT-291
Studio Corte Fix;(31) 91004-0004;lead-292@exemplo.com.br;Studio Corte Fix;Belo Horizonte;MG;EXT-292
Barbearia Central;(19) 91004-0141;lead-293@exemplo.com.br;Barbearia Central;Campinas;SP;EXT-293
Cabelo & Arte;(41) 91004-0278;lead-294@exemplo.com.br;Cabelo & Arte;Curitiba;PR;EXT-294
Salão Estilo;(51) 91004-0415;lead-295@exemplo.com.br;Salão Estilo;Porto Alegre;RS;EXT-295
Barbearia Urbana;(71) 91004-0552;lead-296@exemplo.com.br;Barbearia Urbana;Salvador;BA;EXT-296
Studio Beleza Real;(81) 91004-0689;lead-297@exemplo.com.br;Studio Beleza Real;Recife;PE;EXT-297
Barbearia Nobre;(85) 91004-0826;lead-298@exemplo.com.br;Barbearia Nobre;Fortaleza;CE;EXT-298
Salão da Praça;(62) 91004-0963;lead-299@exemplo.com.br;Salão da Praça;Goiânia;GO;EXT-299
Barbearia do João;(11) 91004-1100;lead-300@exemplo.com.br;Barbearia do João;São Paulo;SP;EXT-300
Salão da Maria;(21) 91004-1237;lead-301@exemplo.com.br;Salão da Maria;Rio de Janeiro;RJ;EXT-301
Studio Corte Fix;(31) 91004-1374;lead-302@exemplo.com.br;Studio Corte Fix;Belo Horizonte;MG;EXT-302
Barbearia Central;(19) 91004-1511;lead-303@exemplo.com.br;Barbearia Central;Campinas;SP;EXT-303
Cabelo & Arte;(41) 91004-1648;lead-304@exemplo.com.br;Cabelo & Arte;Curitiba;PR;EXT-304
Salão Estilo;(51) 91004-1785;lead-305@exemplo.com.br;Salão Estilo;Porto Alegre;RS;EXT-305
Barbearia Urbana;(71) 91004-1922;lead-306@exemplo.com.br;Barbearia Urbana;Salvador;BA;EXT-306
Studio Beleza Real;(81) 91004-2059;lead-307@exemplo.com.br;Studio Beleza Real;Recife;PE;EXT-307
Barbearia Nobre;(85) 91004-2196;lead-308@exemplo.com.br;Barbearia Nobre;Fortaleza;CE;EXT-308
Salão da Praça;(62) 91004-2333;lead-309@exemplo.com.br;Salão da Praça;Goiânia;GO;EXT-309
Barbearia do João;(11) 91004-2470;lead-310@exemplo.com.br;Barbearia do João;São Paulo;SP;EXT-310
Salão da Maria;(21) 91004-2607;lead-311@exemplo.com.br;Salão da Maria;Rio de Janeiro;RJ;EXT-311
Studio Corte Fix;(31) 91004-2744;lead-312@exemplo.com.br;Studio Corte Fix;Belo Horizonte;MG;EXT-312
Barbearia Central;(19) 91004-2881;lead-313@exemplo.com.br;Barbearia Central;Campinas;SP;EXT-313
Cabelo & Arte;(41) 91004-3018;lead-314@exemplo.com.br;Cabelo & Arte;Curitiba;PR;EXT-314
Salão Estilo;(51) 91004-3155;lead-315@exemplo.com.br;Salão Estilo;Porto Alegre;RS;EXT-315
Barbearia Urbana;(71) 91004-3292;lead-316@exemplo.com.br;Barbearia Urbana;Salvador;BA;EXT-316
Studio Beleza Real;(81) 91004-3429;lead-317@exemplo.com.br;Studio Beleza Real;Recife;PE;EXT-317
Barbearia Nobre;(85) 91004-3566;lead-318@exemplo.com.br;Barbearia Nobre;Fortaleza;CE;EXT-318
Salão da Praça;(62) 91004-3703;lead-319@exemplo.com.br;Salão da Praça;Goiânia;GO;EXT-319
Barbearia do João;(11) 91004-3840;lead-320@exemplo.com.br;Barbearia do João;São Paulo;SP;EXT-320
Salão da Maria;(21) 91004-3977;lead-321@exemplo.com.br;Salão da Maria;Rio de Janeiro;RJ;EXT-321
Studio Corte Fix;(31) 91004-4114;lead-322@exemplo.com.br;Studio Corte Fix;Belo Horizonte;MG;EXT-322
Barbearia Central;(19) 91004-4251;lead-323@exemplo.com.br;Barbearia Central;Campinas;SP;EXT-323
Cabelo & Arte;(41) 91004-4388;lead-324@exemplo.com.br;Cabelo & Arte;Curitiba;PR;EXT-324
Salão Estilo;(51) 91004-4525;lead-325@exemplo.com.br;Salão Estilo;Porto Alegre;RS;EXT-325
Barbearia Urbana;(71) 91004-4662;lead-326@exemplo.com.br;Barbearia Urbana;Salvador;BA;EXT-326
Studio Beleza Real;(81) 91004-4799;lead-327@exemplo.com.br;Studio Beleza Real;Recife;PE;EXT-327
Barbearia Nobre;(85) 91004-4936;lead-328@exemplo.com.br;Barbearia Nobre;Fortaleza;CE;EXT-328
Salão da Praça;SEM_TELEFONE_VALIDO;;Salão da Praça;Goiânia;GO;EXT-329
Barbearia do João;(11) 91004-5210;lead-330@exemplo.com.br;Barbearia do João;São Paulo;SP;EXT-330
Salão da Maria;(21) 91004-5347;lead-331@exemplo.com.br;Salão da Maria;Rio de Janeiro;RJ;EXT-331
Studio Corte Fix;(31) 91004-5484;lead-332@exemplo.com.br;Studio Corte Fix;Belo Horizonte;MG;EXT-332
Barbearia Central;(19) 91004-5621;lead-333@exemplo.com.br;Barbearia Central;Campinas;SP;EXT-333
Cabelo & Arte;(41) 91004-5758;lead-334@exemplo.com.br;Cabelo & Arte;Curitiba;PR;EXT-334
Salão Estilo;(51) 91004-5895;;Salão Estilo;Porto Alegre;RS;EXT-335
Barbearia Urbana;(71) 91004-6032;lead-336@exemplo.com.br;Barbearia Urbana;Salvador;BA;EXT-336
Studio Beleza Real;(81) 91004-6169;lead-337@exemplo.com.br;Studio Beleza Real;Recife;PE;EXT-337
Barbearia Nobre;(85) 91004-6306;lead-338@exemplo.com.br;Barbearia Nobre;Fortaleza;CE;EXT-338
Salão da Praça;(62) 91004-6443;lead-339@exemplo.com.br;Salão da Praça;Goiânia;GO;EXT-339
Barbearia do João;(11) 91004-6580;lead-340@exemplo.com.br;Barbearia do João;São Paulo;SP;EXT-340
Salão da Maria;(21) 91004-6717;lead-341@exemplo.com.br;Salão da Maria;Rio de Janeiro;RJ;EXT-341
Studio Corte Fix;(31) 91004-6854;lead-342@exemplo.com.br;Studio Corte Fix;Belo Horizonte;MG;EXT-342
Barbearia Central;(19) 91004-6991;lead-343@exemplo.com.br;Barbearia Central;Campinas;SP;EXT-343
Cabelo & Arte;(41) 91004-7128;lead-344@exemplo.com.br;Cabelo & Arte;Curitiba;PR;EXT-344
Salão Estilo;(51) 91004-7265;lead-345@exemplo.com.br;Salão Estilo;Porto Alegre;RS;EXT-345
Barbearia Urbana;(71) 91004-7402;lead-346@exemplo.com.br;Barbearia Urbana;Salvador;BA;EXT-346
Studio Beleza Real;(81) 91004-7539;lead-347@exemplo.com.br;Studio Beleza Real;Recife;PE;EXT-347
Barbearia Nobre;(85) 91004-7676;lead-348@exemplo.com.br;Barbearia Nobre;Fortaleza;CE;EXT-348
Salão da Praça;(62) 91004-7813;lead-349@exemplo.com.br;Salão da Praça;Goiânia;GO;EXT-349
Barbearia do João;(11) 91004-7950;lead-350@exemplo.com.br;Barbearia do João;São Paulo;SP;EXT-350
Salão da Maria;(21) 91004-8087;lead-351@exemplo.com.br;Salão da Maria;Rio de Janeiro;RJ;EXT-351
Studio Corte Fix;(31) 91004-8224;lead-352@exemplo.com.br;Studio Corte Fix;Belo Horizonte;MG;EXT-352
Barbearia Central;(19) 91004-8361;lead-353@exemplo.com.br;Barbearia Central;Campinas;SP;EXT-353
Cabelo & Arte;(41) 91004-8498;lead-354@exemplo.com.br;Cabelo & Arte;Curitiba;PR;EXT-354
Salão Estilo;(41) 91004-8498;lead-355@exemplo.com.br;Salão Estilo;Porto Alegre;RS;EXT-355
Barbearia Urbana;(71) 91004-8772;lead-356@exemplo.com.br;Barbearia Urbana;Salvador;BA;EXT-356
Studio Beleza Real;(81) 91004-8909;lead-357@exemplo.com.br;Studio Beleza Real;Recife;PE;EXT-357
Barbearia Nobre;(85) 91004-9046;lead-358@exemplo.com.br;Barbearia Nobre;Fortaleza;CE;EXT-358
Salão da Praça;(62) 91004-9183;lead-359@exemplo.com.br;Salão da Praça;Goiânia;GO;EXT-359
Barbearia do João;(11) 91004-9320;lead-360@exemplo.com.br;Barbearia do João;São Paulo;SP;EXT-360
Salão da Maria;(21) 91004-9457;lead-361@exemplo.com.br;Salão da Maria;Rio de Janeiro;RJ;EXT-361
Studio Corte Fix;(31) 91004-9594;lead-362@exemplo.com.br;Studio Corte Fix;Belo Horizonte;MG;EXT-362
Barbearia Central;(19) 91004-9731;lead-363@exemplo.com.br;Barbearia Central;Campinas;SP;EXT-363
Cabelo & Arte;(41) 91004-9868;lead-364@exemplo.com.br;Cabelo & Arte;Curitiba;PR;EXT-364
Salão Estilo;(51) 91005-0005;lead-365@exemplo.com.br;Salão Estilo;Porto Alegre;RS;EXT-365
Barbearia Urbana;(71) 91005-0142;lead-366@exemplo.com.br;Barbearia Urbana;Salvador;BA;EXT-366
Studio Beleza Real;(81) 91005-0279;lead-367@exemplo.com.br;Studio Beleza Real;Recife;PE;EXT-367
Barbearia Nobre;(85) 91005-0416;lead-368@exemplo.com.br;Barbearia Nobre;Fortaleza;CE;EXT-368
Salão da Praça;(62) 91005-0553;lead-369@exemplo.com.br;Salão da Praça;Goiânia;GO;EXT-369
Barbearia do João;(11) 91005-0690;lead-370@exemplo.com.br;Barbearia do João;São Paulo;SP;EXT-370
Salão da Maria;(21) 91005-0827;lead-371@exemplo.com.br;Salão da Maria;Rio de Janeiro;RJ;EXT-371
Studio Corte Fix;(31) 91005-0964;lead-372@exemplo.com.br;Studio Corte Fix;Belo Horizonte;MG;EXT-372
Barbearia Central;(19) 91005-1101;lead-373@exemplo.com.br;Barbearia Central;Campinas;SP;EXT-373
Cabelo & Arte;(41) 91005-1238;lead-374@exemplo.com.br;Cabelo & Arte;Curitiba;PR;EXT-374
Salão Estilo;(51) 91005-1375;lead-375@exemplo.com.br;Salão Estilo;Porto Alegre;RS;EXT-375
Barbearia Urbana;SEM_TELEFONE_VALIDO;;Barbearia Urbana;Salvador;BA;EXT-376
Studio Beleza Real;(81) 91005-1649;lead-377@exemplo.com.br;Studio Beleza Real;Recife;PE;EXT-377
Barbearia Nobre;(85) 91005-1786;lead-378@exemplo.com.br;Barbearia Nobre;Fortaleza;CE;EXT-378
Salão da Praça;(62) 91005-1923;lead-379@exemplo.com.br;Salão da Praça;Goiânia;GO;EXT-379
Barbearia do João;(11) 91005-2060;lead-380@exemplo.com.br;Barbearia do João;São Paulo;SP;EXT-380
Salão da Maria;(21) 91005-2197;lead-381@exemplo.com.br;Salão da Maria;Rio de Janeiro;RJ;EXT-381
Studio Corte Fix;(31) 91005-2334;lead-382@exemplo.com.br;Studio Corte Fix;Belo Horizonte;MG;EXT-382
Barbearia Central;(19) 91005-2471;lead-383@exemplo.com.br;Barbearia Central;Campinas;SP;EXT-383
Cabelo & Arte;(41) 91005-2608;lead-384@exemplo.com.br;Cabelo & Arte;Curitiba;PR;EXT-384
Salão Estilo;(51) 91005-2745;lead-385@exemplo.com.br;Salão Estilo;Porto Alegre;RS;EXT-385
Barbearia Urbana;(71) 91005-2882;lead-386@exemplo.com.br;Barbearia Urbana;Salvador;BA;EXT-386
Studio Beleza Real;(81) 91005-3019;lead-387@exemplo.com.br;Studio Beleza Real;Recife;PE;EXT-387
Barbearia Nobre;(85) 91005-3156;lead-388@exemplo.com.br;Barbearia Nobre;Fortaleza;CE;EXT-388
Salão da Praça;(62) 91005-3293;lead-389@exemplo.com.br;Salão da Praça;Goiânia;GO;EXT-389
Barbearia do João;(11) 91005-3430;lead-390@exemplo.com.br;Barbearia do João;São Paulo;SP;EXT-390
Salão da Maria;(21) 91005-3567;lead-391@exemplo.com.br;Salão da Maria;Rio de Janeiro;RJ;EXT-391
Studio Corte Fix;(31) 91005-3704;lead-392@exemplo.com.br;Studio Corte Fix;Belo Horizonte;MG;EXT-392
Barbearia Central;(19) 91005-3841;lead-393@exemplo.com.br;Barbearia Central;Campinas;SP;EXT-393
Cabelo & Arte;(41) 91005-3978;lead-394@exemplo.com.br;Cabelo & Arte;Curitiba;PR;EXT-394
Salão Estilo;(51) 91005-4115;lead-395@exemplo.com.br;Salão Estilo;Porto Alegre;RS;EXT-395
Barbearia Urbana;(71) 91005-4252;lead-396@exemplo.com.br;Barbearia Urbana;Salvador;BA;EXT-396
Studio Beleza Real;(81) 91005-4389;lead-397@exemplo.com.br;Studio Beleza Real;Recife;PE;EXT-397
Barbearia Nobre;(85) 91005-4526;lead-398@exemplo.com.br;Barbearia Nobre;Fortaleza;CE;EXT-398
Salão da Praça;(62) 91005-4663;lead-399@exemplo.com.br;Salão da Praça;Goiânia;GO;EXT-399
Barbearia do João;(11) 91005-4800;lead-400@exemplo.com.br;Barbearia do João;São Paulo;SP;EXT-400
Salão da Maria;(21) 91005-4937;lead-401@exemplo.com.br;Salão da Maria;Rio de Janeiro;RJ;EXT-401
Studio Corte Fix;(31) 91005-5074;;Studio Corte Fix;Belo Horizonte;MG;EXT-402
Barbearia Central;(19) 91005-5211;lead-403@exemplo.com.br;Barbearia Central;Campinas;SP;EXT-403
Cabelo & Arte;(41) 91005-5348;lead-404@exemplo.com.br;Cabelo & Arte;Curitiba;PR;EXT-404
Salão Estilo;(51) 91005-5485;lead-405@exemplo.com.br;Salão Estilo;Porto Alegre;RS;EXT-405
Barbearia Urbana;(71) 91005-5622;lead-406@exemplo.com.br;Barbearia Urbana;Salvador;BA;EXT-406
Studio Beleza Real;(81) 91005-5759;lead-407@exemplo.com.br;Studio Beleza Real;Recife;PE;EXT-407
Barbearia Nobre;(85) 91005-5896;lead-408@exemplo.com.br;Barbearia Nobre;Fortaleza;CE;EXT-408
Salão da Praça;(62) 91005-6033;lead-409@exemplo.com.br;Salão da Praça;Goiânia;GO;EXT-409
Barbearia do João;(11) 91005-6170;lead-410@exemplo.com.br;Barbearia do João;São Paulo;SP;EXT-410
Salão da Maria;(21) 91005-6307;lead-411@exemplo.com.br;Salão da Maria;Rio de Janeiro;RJ;EXT-411
Studio Corte Fix;(31) 91005-6444;lead-412@exemplo.com.br;Studio Corte Fix;Belo Horizonte;MG;EXT-412
Barbearia Central;(19) 91005-6581;lead-413@exemplo.com.br;Barbearia Central;Campinas;SP;EXT-413
Cabelo & Arte;(41) 91005-6718;lead-414@exemplo.com.br;Cabelo & Arte;Curitiba;PR;EXT-414
Salão Estilo;(51) 91005-6855;lead-415@exemplo.com.br;Salão Estilo;Porto Alegre;RS;EXT-415
Barbearia Urbana;(71) 91005-6992;lead-416@exemplo.com.br;Barbearia Urbana;Salvador;BA;EXT-416
Studio Beleza Real;(81) 91005-7129;lead-417@exemplo.com.br;Studio Beleza Real;Recife;PE;EXT-417
Barbearia Nobre;(85) 91005-7266;lead-418@exemplo.com.br;Barbearia Nobre;Fortaleza;CE;EXT-418
Salão da Praça;(62) 91005-7403;lead-419@exemplo.com.br;Salão da Praça;Goiânia;GO;EXT-419
Barbearia do João;(11) 91005-7540;lead-420@exemplo.com.br;Barbearia do João;São Paulo;SP;EXT-420
Salão da Maria;(21) 91005-7677;lead-421@exemplo.com.br;Salão da Maria;Rio de Janeiro;RJ;EXT-421
Studio Corte Fix;(31) 91005-7814;lead-422@exemplo.com.br;Studio Corte Fix;Belo Horizonte;MG;EXT-422
Barbearia Central;SEM_TELEFONE_VALIDO;;Barbearia Central;Campinas;SP;EXT-423
Cabelo & Arte;(41) 91005-8088;lead-424@exemplo.com.br;Cabelo & Arte;Curitiba;PR;EXT-424
Salão Estilo;(51) 91005-8225;lead-425@exemplo.com.br;Salão Estilo;Porto Alegre;RS;EXT-425
Barbearia Urbana;(51) 91005-8225;lead-426@exemplo.com.br;Barbearia Urbana;Salvador;BA;EXT-426
Studio Beleza Real;(81) 91005-8499;lead-427@exemplo.com.br;Studio Beleza Real;Recife;PE;EXT-427
Barbearia Nobre;(85) 91005-8636;lead-428@exemplo.com.br;Barbearia Nobre;Fortaleza;CE;EXT-428
Salão da Praça;(62) 91005-8773;lead-429@exemplo.com.br;Salão da Praça;Goiânia;GO;EXT-429
Barbearia do João;(11) 91005-8910;lead-430@exemplo.com.br;Barbearia do João;São Paulo;SP;EXT-430
Salão da Maria;(21) 91005-9047;lead-431@exemplo.com.br;Salão da Maria;Rio de Janeiro;RJ;EXT-431
Studio Corte Fix;(31) 91005-9184;lead-432@exemplo.com.br;Studio Corte Fix;Belo Horizonte;MG;EXT-432
Barbearia Central;(19) 91005-9321;lead-433@exemplo.com.br;Barbearia Central;Campinas;SP;EXT-433
Cabelo & Arte;(41) 91005-9458;lead-434@exemplo.com.br;Cabelo & Arte;Curitiba;PR;EXT-434
Salão Estilo;(51) 91005-9595;lead-435@exemplo.com.br;Salão Estilo;Porto Alegre;RS;EXT-435
Barbearia Urbana;(71) 91005-9732;lead-436@exemplo.com.br;Barbearia Urbana;Salvador;BA;EXT-436
Studio Beleza Real;(81) 91005-9869;lead-437@exemplo.com.br;Studio Beleza Real;Recife;PE;EXT-437
Barbearia Nobre;(85) 91006-0006;lead-438@exemplo.com.br;Barbearia Nobre;Fortaleza;CE;EXT-438
Salão da Praça;(62) 91006-0143;lead-439@exemplo.com.br;Salão da Praça;Goiânia;GO;EXT-439
Barbearia do João;(11) 91006-0280;lead-440@exemplo.com.br;Barbearia do João;São Paulo;SP;EXT-440
Salão da Maria;(21) 91006-0417;lead-441@exemplo.com.br;Salão da Maria;Rio de Janeiro;RJ;EXT-441
Studio Corte Fix;(31) 91006-0554;lead-442@exemplo.com.br;Studio Corte Fix;Belo Horizonte;MG;EXT-442
Barbearia Central;(19) 91006-0691;lead-443@exemplo.com.br;Barbearia Central;Campinas;SP;EXT-443
Cabelo & Arte;(41) 91006-0828;lead-444@exemplo.com.br;Cabelo & Arte;Curitiba;PR;EXT-444
Salão Estilo;(51) 91006-0965;lead-445@exemplo.com.br;Salão Estilo;Porto Alegre;RS;EXT-445
Barbearia Urbana;(71) 91006-1102;lead-446@exemplo.com.br;Barbearia Urbana;Salvador;BA;EXT-446
Studio Beleza Real;(81) 91006-1239;lead-447@exemplo.com.br;Studio Beleza Real;Recife;PE;EXT-447
Barbearia Nobre;(85) 91006-1376;lead-448@exemplo.com.br;Barbearia Nobre;Fortaleza;CE;EXT-448
Salão da Praça;(62) 91006-1513;lead-449@exemplo.com.br;Salão da Praça;Goiânia;GO;EXT-449
Barbearia do João;(11) 91006-1650;lead-450@exemplo.com.br;Barbearia do João;São Paulo;SP;EXT-450
Salão da Maria;(21) 91006-1787;lead-451@exemplo.com.br;Salão da Maria;Rio de Janeiro;RJ;EXT-451
Studio Corte Fix;(31) 91006-1924;lead-452@exemplo.com.br;Studio Corte Fix;Belo Horizonte;MG;EXT-452
Barbearia Central;(19) 91006-2061;lead-453@exemplo.com.br;Barbearia Central;Campinas;SP;EXT-453
Cabelo & Arte;(41) 91006-2198;lead-454@exemplo.com.br;Cabelo & Arte;Curitiba;PR;EXT-454
Salão Estilo;(51) 91006-2335;lead-455@exemplo.com.br;Salão Estilo;Porto Alegre;RS;EXT-455
Barbearia Urbana;(71) 91006-2472;lead-456@exemplo.com.br;Barbearia Urbana;Salvador;BA;EXT-456
Studio Beleza Real;(81) 91006-2609;lead-457@exemplo.com.br;Studio Beleza Real;Recife;PE;EXT-457
Barbearia Nobre;(85) 91006-2746;lead-458@exemplo.com.br;Barbearia Nobre;Fortaleza;CE;EXT-458
Salão da Praça;(62) 91006-2883;lead-459@exemplo.com.br;Salão da Praça;Goiânia;GO;EXT-459
Barbearia do João;(11) 91006-3020;lead-460@exemplo.com.br;Barbearia do João;São Paulo;SP;EXT-460
Salão da Maria;(21) 91006-3157;lead-461@exemplo.com.br;Salão da Maria;Rio de Janeiro;RJ;EXT-461
Studio Corte Fix;(31) 91006-3294;lead-462@exemplo.com.br;Studio Corte Fix;Belo Horizonte;MG;EXT-462
Barbearia Central;(19) 91006-3431;lead-463@exemplo.com.br;Barbearia Central;Campinas;SP;EXT-463
Cabelo & Arte;(41) 91006-3568;lead-464@exemplo.com.br;Cabelo & Arte;Curitiba;PR;EXT-464
Salão Estilo;(51) 91006-3705;lead-465@exemplo.com.br;Salão Estilo;Porto Alegre;RS;EXT-465
Barbearia Urbana;(71) 91006-3842;lead-466@exemplo.com.br;Barbearia Urbana;Salvador;BA;EXT-466
Studio Beleza Real;(81) 91006-3979;lead-467@exemplo.com.br;Studio Beleza Real;Recife;PE;EXT-467
Barbearia Nobre;(85) 91006-4116;lead-468@exemplo.com.br;Barbearia Nobre;Fortaleza;CE;EXT-468
Salão da Praça;(62) 91006-4253;;Salão da Praça;Goiânia;GO;EXT-469
Barbearia do João;SEM_TELEFONE_VALIDO;;Barbearia do João;São Paulo;SP;EXT-470
Salão da Maria;(21) 91006-4527;lead-471@exemplo.com.br;Salão da Maria;Rio de Janeiro;RJ;EXT-471
Studio Corte Fix;(31) 91006-4664;lead-472@exemplo.com.br;Studio Corte Fix;Belo Horizonte;MG;EXT-472
Barbearia Central;(19) 91006-4801;lead-473@exemplo.com.br;Barbearia Central;Campinas;SP;EXT-473
Cabelo & Arte;(41) 91006-4938;lead-474@exemplo.com.br;Cabelo & Arte;Curitiba;PR;EXT-474
Salão Estilo;(51) 91006-5075;lead-475@exemplo.com.br;Salão Estilo;Porto Alegre;RS;EXT-475
Barbearia Urbana;(71) 91006-5212;lead-476@exemplo.com.br;Barbearia Urbana;Salvador;BA;EXT-476
Studio Beleza Real;(81) 91006-5349;lead-477@exemplo.com.br;Studio Beleza Real;Recife;PE;EXT-477
Barbearia Nobre;(85) 91006-5486;lead-478@exemplo.com.br;Barbearia Nobre;Fortaleza;CE;EXT-478
Salão da Praça;(62) 91006-5623;lead-479@exemplo.com.br;Salão da Praça;Goiânia;GO;EXT-479
Barbearia do João;(11) 91006-5760;lead-480@exemplo.com.br;Barbearia do João;São Paulo;SP;EXT-480
Salão da Maria;(21) 91006-5897;lead-481@exemplo.com.br;Salão da Maria;Rio de Janeiro;RJ;EXT-481
Studio Corte Fix;(31) 91006-6034;lead-482@exemplo.com.br;Studio Corte Fix;Belo Horizonte;MG;EXT-482
Barbearia Central;(19) 91006-6171;lead-483@exemplo.com.br;Barbearia Central;Campinas;SP;EXT-483
Cabelo & Arte;(41) 91006-6308;lead-484@exemplo.com.br;Cabelo & Arte;Curitiba;PR;EXT-484
Salão Estilo;(51) 91006-6445;lead-485@exemplo.com.br;Salão Estilo;Porto Alegre;RS;EXT-485
